Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position
simple,DKA-001,Toyota Land Cruiser FJ100 Tail Lamp Set (1998-2007),1,0,visible,"Original replacement tail lamp set for Toyota Land Cruiser FJ100 (1998-2007). Brand new condition.","<h4>Product Details</h4><p>Compatible with Toyota Land Cruiser FJ100 (1998-2007). Brand new tail lamp set. Includes both left and right units. Direct fit - no modifications required.</p><ul><li>Part Type: Tail Lamp Set</li><li>Condition: New</li><li>Fitment: Toyota Land Cruiser FJ100 (1998-2007)</li><li>Delivery: Available within Kenya</li><li>Warranty: 7 Days</li></ul>",,,taxable,,1,,no,0,1,visible,,"10396","Headlights & Lighting",Land Cruiser,FJ100,,,,,"","","","","",0
simple,DKA-002,Toyota Land Cruiser FJ100 Side Step Set (1998-2007),1,0,visible,"Original side step set for Toyota Land Cruiser FJ100 (1998-2007). Brand new.","<h4>Product Details</h4><p>Compatible with Toyota Land Cruiser FJ100 (1998-2007). Brand new side step set. Includes mounting brackets and hardware.</p><ul><li>Part Type: Side Step Set</li><li>Condition: New</li><li>Fitment: Toyota Land Cruiser FJ100 (1998-2007)</li><li>Delivery: Available within Kenya</li><li>Warranty: 7 Days</li></ul>",,,taxable,,1,,no,0,1,visible,,"8810","Exterior Body Parts","Land Cruiser",FJ100,,,,"","","","","","",0
simple,DKA-003,Toyota Land Cruiser FJ100 Headlamp (2005-2007),1,0,visible,"Replacement headlamp for Toyota Land Cruiser FJ100 (2005-2007). Brand new.","<h4>Product Details</h4><p>Compatible with Toyota Land Cruiser FJ100 (2005-2007). Brand new headlamp. Direct replacement - plug and play installation.</p><ul><li>Part Type: Headlamp</li><li>Condition: New</li><li>Fitment: Toyota Land Cruiser FJ100 (2005-2007)</li><li>Delivery: Available within Kenya</li><li>Warranty: 7 Days</li></ul>",,,taxable,,1,,no,0,1,visible,,"8105","Headlights & Lighting","Land Cruiser",FJ100,,,,"","","","","","",0
simple,DKA-004,Lexus LS430 Bushing Kit (2006),1,0,visible,"Complete bushing kit for Lexus LS430 (2006). Brand new.","<h4>Product Details</h4><p>Compatible with Lexus LS430 (2006). Complete bushing kit. High quality aftermarket replacement.</p><ul><li>Part Type: Bushing Kit</li><li>Condition: New</li><li>Fitment: Lexus LS430 (2006)</li><li>Delivery: Available within Kenya</li><li>Warranty: 7 Days</li></ul>",,,taxable,,1,,no,0,1,visible,,"6696","Brakes & Suspension",Lexus,LS430,,,,"","","","","","",0
simple,DKA-005,Lexus LS460 Bushing Kit (2007-2012),1,0,visible,"Complete bushing kit for Lexus LS460 (2007-2012). Brand new.","<h4>Product Details</h4><p>Compatible with Lexus LS460 (2007-2012). Complete bushing kit. High quality aftermarket replacement.</p><ul><li>Part Type: Bushing Kit</li><li>Condition: New</li><li>Fitment: Lexus LS460 (2007-2012)</li><li>Delivery: Available within Kenya</li><li>Warranty: 7 Days</li></ul>",,,taxable,,1,,no,0,1,visible,,"7753","Brakes & Suspension",Lexus,LS460,,,,"","","","","","",0
simple,DKA-006,Toyota Land Cruiser LC300 Tail Light Set (2022-2024),1,0,visible,"Original tail light set for Toyota Land Cruiser LC300 (2022-2024). Brand new.","<h4>Product Details</h4><p>Compatible with Toyota Land Cruiser LC300 (2022-2024). Brand new tail light set. OEM quality replacement.</p><ul><li>Part Type: Tail Light Set</li><li>Condition: New</li><li>Fitment: Toyota Land Cruiser LC300 (2022-2024)</li><li>Delivery: Available within Kenya</li><li>Warranty: 7 Days</li></ul>",,,taxable,,1,,no,0,1,visible,,"32421","Headlights & Lighting","Land Cruiser",LC300,,,,"","","","","","",0
simple,DKA-007,Toyota Hilux Revo Sub Bumper (2016-2024),1,0,visible,"Replacement sub bumper for Toyota Hilux Revo (2016-2024). Brand new.","<h4>Product Details</h4><p>Compatible with Toyota Hilux Revo (2016-2024). Brand new sub bumper. Direct fit replacement.</p><ul><li>Part Type: Sub Bumper</li><li>Condition: New</li><li>Fitment: Toyota Hilux Revo (2016-2024)</li><li>Delivery: Available within Kenya</li><li>Warranty: 7 Days</li></ul>",,,taxable,,1,,no,0,1,visible,,"50041","Exterior Body Parts","Hilux Revo",,,,,"","","","","","",0
simple,DKA-008,Toyota Hilux Revo Tail Light (2021),1,0,visible,"Replacement tail light for Toyota Hilux Revo (2021). Brand new.","<h4>Product Details</h4><p>Compatible with Toyota Hilux Revo (2021). Brand new tail light. Direct replacement.</p><ul><li>Part Type: Tail Light</li><li>Condition: New</li><li>Fitment: Toyota Hilux Revo (2021)</li><li>Delivery: Available within Kenya</li><li>Warranty: 7 Days</li></ul>",,,taxable,,1,,no,0,1,visible,,"13391","Headlights & Lighting","Hilux Revo",,,,,"","","","","","",0
simple,DKA-009,Toyota Prado FJ150 Body Kit (2010-2022),1,0,visible,"Complete body kit for Toyota Prado FJ150 (2010-2022). Brand new.","<h4>Product Details</h4><p>Complete body kit for Toyota Prado FJ150 (2010-2022). Includes front bumper, rear bumper, side skirts, and grille.</p><ul><li>Part Type: Body Kit</li><li>Condition: New</li><li>Fitment: Toyota Prado FJ150 (2010-2022)</li><li>Delivery: Available within Kenya</li><li>Warranty: 7 Days</li></ul>",,,taxable,,1,,no,0,1,visible,,"105720","Exterior Body Parts","Prado",FJ150,,,,"","","","","","",0
simple,DKA-010,Toyota Hilux Vigo Body Kit (2015-2022),1,0,visible,"Complete body kit for Toyota Hilux Vigo (2015-2022). Brand new.","<h4>Product Details</h4><p>Complete body kit for Toyota Hilux Vigo (2015-2022). Premium quality aftermarket body kit.</p><ul><li>Part Type: Body Kit</li><li>Condition: New</li><li>Fitment: Toyota Hilux Vigo (2015-2022)</li><li>Delivery: Available within Kenya</li><li>Warranty: 7 Days</li></ul>",,,taxable,,1,,no,0,1,visible,,"116292","Exterior Body Parts","Hilux Vigo",,,,,"","","","","","",0
